,OBJECTID,x,y,Year,STRUCTURET,id,taxval,landuse,yearbuilt,storey,Structures,StrucET,Type,type,Area_m2,Area_ft2,mph,idd,DS1,DS2,DS3,DS4,dmg
84,63491,77.55758792,34.48551832,2016,ALUMINUM/VINYL,14801,77750,Building Site,2003,1,Multi-Section MH,ALUMINUM/VINYL,Building Modified,B32,1594.553577,10957.07414,148.0359175678133,14801,0.656807097710293,0.28092633680930224,0.0684286582895341,0.05487441298752005,0
85,116104,77.42323196,34.76144165,2006,Aluminum/Vinyl,22854,92700,Residential,1946,1,Single Family,Aluminum/Vinyl,Building Existing,A14,785.0411362,26682.12815,133.22082079609314,22854,0.8209336303697734,0.3687082957362964,0.09895629803606243,0.05606562012092746,2
86,36533,77.50077633,34.7403112,2016,Brick Frame,29096,137720,Building Site,1961,1,Single Family,Brick Frame,Building New,A10,65.71451823,43593.29847,131.928852819208,29096,0.857760097156276,0.5156273697322675,0.2012295161691306,0.1876302499334896,1
87,70224,77.41470533,34.78894613,2016,Brick Veneer,42204,203600,Residential,1984,2,Single Family,Brick Veneer,Building Modified,A30,2433.7991,20105.81353,131.4515792224069,42204,0.932255562804058,0.6357125646967765,0.34322882267587074,0.2500657608347113,2
88,74608,77.52069817,34.44837598,2006,ALUMINUM/VINYL,21895,405930,Waterfront Canal,2003,1,Beach House,ALUMINUM/VINYL,Building Existing,A56,2385.203872,7642.469635,151.37620960842418,21895,0.9737816661345814,0.7459404461789325,0.29363109488540784,0.04539466943035762,3
89,32749,77.22755486,34.71463365,2016,Aluminum/Vinyl,68099,163400,Residential,2010,1,Single Family,Aluminum/Vinyl,Building New,A62,2455.199998,20317.26345,143.0491979924632,68099,0.9184053880272127,0.5882780288445713,0.26734612914138034,0.20702840439906883,2
90,25568,77.19347715,34.66676304,2016,Aluminum/Vinyl,73640,77310,Townhome,2007,2,Town Home,Aluminum/Vinyl,Building New,B32,5167.068358,2634.768292,147.47359311001188,73640,0.646757251716801,0.2693797173680724,0.06354795538216251,0.05077543018020729,0
91,59389,77.51957588,34.89683889,2016,Aluminum/Vinyl,151749,138380,Residential,2011,1,Single Family,Aluminum/Vinyl,Building New,A58,1915.030793,15887.13007,120.48856788669839,151749,0.6707264911662649,0.17866595194673696,0.04824610282065414,0.05053149091889777,1
92,71711,77.22871473,34.82453801,2016,Concrete Block,14111,170370,Commercial,1957,1,RETAIL,Concrete Block,Building Modified,F16,1546.603561,74155.06611,134.92104276386263,14111,0.9570157718808511,0.9019611966615904,0.78383477271654,0.00013478779705825396,3
93,136018,77.46408202,34.81114508,2006,Aluminum/Vinyl,21193,148070,Residential,2003,1,Single Family,Aluminum/Vinyl,Building Existing,A62,2537.186208,11404.57593,128.23280705838346,21193,0.73019958322343,0.24570781919372242,0.05316941566403602,0.041998414718273674,1
94,65403,77.20692702,34.69089058,2016,Aluminum/Vinyl,23954,82480,Residential,1970,1,Single Family,Aluminum/Vinyl,Building Modified,A14,1463.460969,19969.89026,145.4115409177607,23954,0.9443600335379996,0.6533531568588893,0.3115284461021014,0.21397999094202091,2
95,116065,77.41842497,34.76129382,2006,,30672,81095,Commercial,0,1,CONVERSION,,Building Existing,A10,1000.652766,11574.85907,133.3917667034803,30672,0.8747382462600565,0.5521435697109024,0.2336248325711171,0.21337486316660775,1
96,42952,77.45076337,34.77007156,2016,Stucco Block,36689,545040,Residential,2010,1,Single Family,Stucco Block,Building New,A58,501.4307625,110535.1116,131.65138789227402,36689,0.8587668481782675,0.4277496129596364,0.19582612444386466,0.1836965035636411,1
97,69760,77.50328209,34.78156432,2016,Brick Veneer,15749,102460,Building Site,1966,1,Single Family,Brick Veneer,Building Modified,A14,994.2226326,64521.48458,128.96335341209118,15749,0.7482792153356472,0.27227689774627667,0.05673442336802468,0.029785398541781985,1
98,104677,77.46182813,34.74141646,2006,Aluminum/Vinyl,55768,107040,Building Site,1938,2,Single Family,Aluminum/Vinyl,Building Existing,A26,719.8427953,60068.46025,133.32586007577308,55768,0.9679130402866605,0.8438810472880702,0.6130114516332013,0.5006448907554475,3
99,44705,77.31202884,34.77849976,2016,Aluminum/Vinyl,70858,159630,Residential,2007,1,Single Family,Aluminum/Vinyl,Building New,A62,2306.581241,25040.26763,135.4082989133057,70858,0.8419068018332493,0.4073636074944585,0.13137920389698948,0.10129183312281909,1
100,80375,77.3758259,34.53515895,2006,Aluminum/Vinyl,30311,452420,Waterfront River/Creek,2005,1,Single Family,Aluminum/Vinyl,Building Existing,A62,3140.146987,28556.5956,150.34385657917815,30311,0.9599137023823067,0.7381290257118074,0.4330124521153732,0.34372975742849143,3
101,107636,77.43046171,34.74722994,2006,,40318,86370,Residential,0,1,SPECIAL/INSTITUTIONAL,,Building Existing,F16,237.197363,15548.44445,134.02395852974595,40318,0.9530685725885998,0.8945533484539454,0.7705731146827439,0.00010078860706813986,2
102,141685,77.46071235,34.84006582,2006,Aluminum/Vinyl,42992,101650,Residential,1986,1,Single Family,Aluminum/Vinyl,Building Existing,A10,231.7146327,51958.35151,126.26534590606488,42992,0.7754455950482169,0.3720377726731411,0.1009761159227952,0.10522922086486503,2
103,124058,77.35551991,34.77449168,2006,Cedar/Redwood/Cypress,43710,294330,Residential,1986,1,Single Family,Cedar/Redwood/Cypress,Building Existing,A10,4146.030083,50662.66563,134.32421921657848,43710,0.8847041352296601,0.5750041568709454,0.25549363743322306,0.2306476151054393,2
104,57319,77.63143999,34.86201422,2016,,66491,440940,Building Site Off-Road,0,1,RETAIL,,Building New,F16,350.3201409,666588.8002,119.07628892528223,66491,0.8254342180069809,0.6956829160692722,0.48100723992592875,2.440057258203655e-07,1
105,29218,77.1435457,34.69214449,2016,Aluminum/Vinyl,75929,224820,Residential,2014,1,Single Family,Aluminum/Vinyl,Building New,A62,2882.441287,27400.00692,147.17672811534447,75929,0.9449347983813062,0.6773005113447473,0.35857741323483083,0.28104846445523013,2
106,65883,77.11582504,34.69972901,2016,Concrete Block,24144,109680,Waterfront River/Creek,1959,1,Single Family,Concrete Block,Building Modified,A14,955.6453452,8922.669578,147.6874824129415,24144,0.9565453858162349,0.6997946779646971,0.3630431988714024,0.2573615599927413,1
107,38297,77.33726905,34.74715489,2016,Aluminum/Vinyl,156455,171240,Residential,2013,2,Single Family,Aluminum/Vinyl,Building New,A26,1792.374235,12340.20733,136.9674755991765,156455,0.9794960569361569,0.8916029987586636,0.7026896145557037,0.5894682052562196,3
108,41089,77.31701743,34.760121,2016,Brick Veneer,11745,99990,Residential,1975,1,Single Family,Brick Veneer,Building New,A14,89.59594952,17695.03989,136.5259357446216,11745,0.8659483072854774,0.44786581821643634,0.14349800275629854,0.08598525365403292,2
109,46971,77.37430308,34.79286751,2016,Aluminum/Vinyl,27081,38100,Building Site,1962,1,Single Family,Aluminum/Vinyl,Building New,A14,288.5381146,10636.37263,132.37141494167165,27081,0.8077750157938333,0.3487937226853737,0.08920448662405622,0.04979600416554116,1
110,83545,77.38339312,34.56672024,2006,Aluminum/Vinyl,43729,420950,Waterfront River/Creek,2001,1,Single Family,Aluminum/Vinyl,Building Existing,A62,4188.2101,12532.22328,148.29846552742566,43729,0.9507165783471614,0.6996648133174982,0.38466996517307833,0.3027678774012244,2
111,18145,77.56844906,34.47790948,2016,Aluminum/Vinyl,150819,208710,Residential,2013,2,Single Family,Aluminum/Vinyl,Building New,A26,1652.479155,7406.463141,148.26199808150366,150819,0.9954653693548389,0.9709809711650692,0.8948047874745922,0.8123230924879283,4
112,71217,77.4651848,34.81457586,2016,Brick Veneer,24853,106810,Residential,1976,1,Single Family,Brick Veneer,Building Modified,A10,1980.022507,21805.42833,127.95025138604453,24853,0.8027782428058239,0.4144957817527706,0.12642587017007034,0.12676029047393322,1
113,128116,77.41767256,34.78327288,2006,Aluminum/Vinyl,34213,59590,Townhome,1982,2,Town Home,Aluminum/Vinyl,Building Existing,B35,1893.286232,3580.358862,131.78047365372848,34213,0.5965245268032201,0.42803945057566867,0.1272266154957295,0.09515540559958319,0
114,30160,77.12060857,34.69712342,2016,Aluminum/Vinyl,54949,264850,Residential,2005,1,Single Family,Aluminum/Vinyl,Building New,A62,355.4653566,27813.03296,147.66411378706906,54949,0.9475150100933059,0.6871238362924592,0.3698659180470425,0.2904129043897028,4
115,55660,77.5083452,34.842911,2016,ALUMINUM/VINYL,64470,98510,Residential,2004,1,Multi-Section MH,ALUMINUM/VINYL,Building New,B32,141.1035619,29186.8041,124.52877123555444,64470,0.2028837361112389,0.01569572333541407,0.0006481942348464883,0.0004365678366639563,0
116,33864,77.5221378,34.72507461,2016,Aluminum/Vinyl,16789,94100,Residential,1981,1,Single Family,Aluminum/Vinyl,Building New,A10,352.947567,21895.5171,132.17072571996664,16789,0.8606830790790706,0.5217100970115683,0.2064158041497141,0.19176823466591847,4
117,131706,77.41771108,34.79218416,2006,,49629,672620,Commercial,0,1,OFFICES/SERVICES,,Building Existing,F16,6064.524639,34619.45048,131.11566159109358,49629,0.9380058618702247,0.8673595027370937,0.7239035671942587,3.7350271242998426e-05,3
118,108913,77.34409779,34.74826888,2006,Aluminum/Vinyl,56903,157150,Residential,1998,2,Single Family,Aluminum/Vinyl,Building Existing,A30,1523.107286,28102.93585,136.68662665037886,56903,0.9617817914738486,0.7493539453132788,0.48060084813256054,0.36360222943268206,2
119,27936,77.21740229,34.68807535,2016,"Frame Siding, Plywood",54754,108350,Residential,1996,1,Single Family,"Frame Siding, Plywood",Building New,A58,76.42392809,15214.46116,145.26132866821743,54754,0.9622560119483625,0.7381660246685602,0.5150410035778678,0.4674985388083338,4
120,40838,77.39928337,34.76023381,2016,Aluminum/Vinyl,67823,78050,Building Site,2011,1,Single Family,Aluminum/Vinyl,Building New,A58,1242.547331,26660.53669,134.09434908317056,67823,0.8861154743855977,0.4884770033202324,0.24526145215800782,0.2271851780219758,1
121,57802,77.55614487,34.86606271,2016,Aluminum/Vinyl,68735,130050,Residential,2007,1,Single Family,Aluminum/Vinyl,Building New,A58,1947.767198,33974.92018,121.36265815339748,68735,0.6891884370003516,0.19483260872036162,0.05520084978226281,0.05711235209112223,0
122,45828,77.30977597,34.78529302,2016,Aluminum/Vinyl,156177,146700,Residential,2012,1,Single Family,Aluminum/Vinyl,Building New,A58,1899.702513,10000.47013,135.00479833803846,156177,0.8951623908821034,0.5109699449081858,0.26501435618793523,0.2445440420442399,2
123,75576,77.47238323,34.46756332,2006,ALUMINUM/VINYL,23206,415410,Waterview,1995,1,Beach House,ALUMINUM/VINYL,Building Existing,A62,2029.785576,4932.507213,151.86211706619804,23206,0.9657312524098488,0.7646439021888474,0.46916662050634406,0.37502543986165576,1
124,41529,77.531253,34.76473612,2016,Siding on Sheathing,33043,107510,Residential,1983,1,Single Family,Siding on Sheathing,Building New,A14,108.3770767,10103.79404,129.06626297362962,33043,0.7502321055129557,0.27448840267194974,0.05756584333174543,0.03027923175390084,1
125,42847,77.49755484,34.77025079,2016,Aluminum/Vinyl,64194,132210,Residential,2004,1,Single Family,Aluminum/Vinyl,Building New,A58,116.1481786,39499.93296,129.9637159625493,64194,0.8371070467857207,0.386051911607391,0.1650489033716669,0.15651486894799882,1
126,49560,77.41380621,34.80946993,2016,Aluminum/Vinyl,68698,173410,Residential,2006,2,Single Family,Aluminum/Vinyl,Building New,A26,1954.835772,10602.3079,129.94835508936183,68698,0.9523113922693617,0.7871906977093098,0.5214973706270912,0.4159718491400838,4
127,42733,77.43930557,34.76902728,2016,Asbestos Shingle,22414,105770,Residential,1962,2,Single Family,Asbestos Shingle,Building New,A30,314.2753263,22454.14351,132.12017953758064,22414,0.9368728725355804,0.651472948830756,0.3603418534896311,0.2636919562633054,1
128,105684,77.49343489,34.74474487,2006,Aluminum/Vinyl,39187,141500,Residential,1987,1,Single Family,Aluminum/Vinyl,Building Existing,A14,111.5910912,56889.30246,131.9032270739104,39187,0.8002378173594314,0.33793486650046123,0.08412004011022833,0.04657157286551454,4
129,113002,77.37146958,34.75602768,2006,"Frame Siding, Plywood",49051,151040,Residential,1991,2,Single Family,"Frame Siding, Plywood",Building Existing,A26,209.9849035,23312.06477,135.28034017237732,49051,0.9747037275436152,0.8711433572524503,0.662566115387714,0.5489035312245605,3
130,60708,77.6334739,34.9132726,2016,Aluminum/Vinyl,71282,167420,Residential,2008,2,Single Family,Aluminum/Vinyl,Building New,A30,93.14925153,15456.13885,115.75720236637997,71282,0.7206029577734101,0.23807496668146644,0.05943687608941666,0.04147561242166033,1
131,38435,77.30653719,34.74731885,2016,Aluminum/Vinyl,154620,233300,Residential,2012,2,Single Family,Aluminum/Vinyl,Building New,A30,2259.168548,16819.29187,137.8355177372761,154620,0.966489619012712,0.7710197834547206,0.5109483006560878,0.39008586401875567,2
132,43542,77.43544309,34.77341246,2016,Aluminum/Vinyl,1850,131560,Residential,1963,2,Single Family,Aluminum/Vinyl,Building New,A26,243.1386821,11078.36375,131.92865756768026,1850,0.9621104881326176,0.8219303370947388,0.5758957519788468,0.4656639047287089,3
133,26966,77.53068844,34.6873024,2016,Aluminum/Vinyl,72388,195990,Residential,2007,2,Single Family,Aluminum/Vinyl,Building New,A30,1802.164936,16216.6274,134.81617100693967,72388,0.9528686488044912,0.7114532213844799,0.4309692564798337,0.32144224740340743,2
134,112624,77.41387657,34.75602067,2006,Aluminum/Vinyl,160367,58920,Residential,1953,1,Duplex,Aluminum/Vinyl,Building Existing,A14,129.793495,15855.42761,133.93497981350794,160367,0.8314862549097201,0.3856315587102448,0.10768796477212972,0.06177010477802542,1
135,119998,77.43036544,34.76765865,2006,Brick Frame,15633,86840,Residential,1959,1,Single Family,Brick Frame,Building Existing,A14,1465.356673,41371.99107,132.52247146069635,15633,0.8101636383989312,0.3523160861634925,0.0908888047666383,0.0508709900650777,0
136,126191,77.43420573,34.77957302,2006,Asbestos Shingle,28832,101270,Residential,1963,2,Single Family,Asbestos Shingle,Building Existing,A26,1433.595407,12317.62205,131.51677444078186,28832,0.960232058251428,0.8150575597487549,0.5647322833848114,0.45531978995688843,4
137,46930,77.36513355,34.79247881,2016,Cedar/Redwood/Cypress,46507,76090,Building Site,1930,1,Single Family,Cedar/Redwood/Cypress,Building New,A10,652.2880154,63212.77027,132.6620273592173,46507,0.8664779538309659,0.5340144127056939,0.21716078204571282,0.200319732576072,1
138,128588,77.39315423,34.78384041,2006,Aluminum/Vinyl,50659,111100,Residential,1991,1,Single Family,Aluminum/Vinyl,Building Existing,A10,1803.921511,7713.769188,132.5020037799648,50659,0.8646113213290804,0.5300147351892713,0.2136303930698199,0.19751305593807705,0
139,138949,77.56183071,34.82587289,2006,Aluminum/Vinyl,59630,117450,Residential,2002,1,Single Family,Aluminum/Vinyl,Building Existing,A58,1710.52772,15741.24061,123.81836548473606,59630,0.7378204030920015,0.24406457570230966,0.0786403014664365,0.07889426128115007,4
140,87811,77.47747182,34.67780005,2006,Aluminum/Vinyl,58485,138000,Residential,1998,1,Single Family,Aluminum/Vinyl,Building Existing,A58,1778.640287,23271.59787,137.19718365485386,58485,0.9145819711951153,0.5642453266730235,0.3150742154711458,0.28858630200275254,2
141,36761,77.52454863,34.74184446,2016,Aluminum/Vinyl,76294,135160,Residential,2010,1,Single Family,Aluminum/Vinyl,Building New,A62,2072.510724,29569.70836,130.88611610125065,76294,0.7762841589340057,0.30244169990705405,0.07654716776206452,0.05970156064804821,0
142,52168,77.40139471,34.8220545,2016,Aluminum/Vinyl,153291,254420,Residential,2011,2,Single Family,Aluminum/Vinyl,Building New,A26,2805.391732,13613.68702,129.37505924750602,153291,0.9490915409737912,0.7763326037347813,0.5054720158224958,0.4016591019967477,2
143,35192,77.18382638,34.72790284,2016,Aluminum/Vinyl,156674,255670,Residential,2013,2,Single Family,Aluminum/Vinyl,Building New,A26,2649.814216,66010.42411,143.4712320197173,156674,0.9912211235855599,0.9475651456928004,0.8299300166840704,0.7299855485728204,2
144,130081,77.3643314,34.78700609,2006,Siding on Sheathing,1405,87960,Residential,1982,1,Single Family,Siding on Sheathing,Building Existing,A14,2014.650896,16477.97747,133.10667697686247,1405,0.8192038912229505,0.366017615927754,0.09760598292508965,0.055190977150173445,2
145,48666,77.45914626,34.80544483,2016,Aluminum/Vinyl,2054,122090,Residential,1976,1,Single Family,Aluminum/Vinyl,Building New,A14,80.63692196,15392.42233,128.80604116983378,2054,0.74527538647258,0.2689101071660134,0.05548053864742751,0.02904268913183121,1
146,88349,77.21184179,34.67720284,2006,ALUMINUM/VINYL,29739,82610,Building Site,1994,1,Multi-Section MH,ALUMINUM/VINYL,Building Existing,B35,1722.182314,26360.6395,146.18851838807726,29739,0.851412765535956,0.7527898165147001,0.42217564096564486,0.30449705877534566,2
147,23381,77.37923136,34.55741429,2016,Aluminum/Vinyl,68051,137690,Residential,2006,1,Single Family,Aluminum/Vinyl,Building New,A58,1868.467275,16676.60398,148.99501117354336,68051,0.974929701714055,0.8021118108146996,0.605813592735364,0.5516881290870757,1
148,37122,77.36519817,34.74235829,2016,"ALUMINUM,VINYL",73157,55000,Building Only (No Land),2008,2,Condominium,"ALUMINUM,VINYL",Building New,C24,2937.501741,620.2620018,136.51909020146246,73157,0.9788721442746239,0.7409869404151654,0.21074836226192045,0.00362983008005571,3
149,70379,77.28167362,34.79033236,2016,Brick Veneer,3990,72990,Building Site,1979,1,Single Family,Brick Veneer,Building Modified,A14,1493.462713,20790.7658,135.64532030143155,3990,0.854895541399707,0.4266220786130931,0.13059933004856045,0.07711801604651086,4
150,69497,77.43081853,34.77541057,2016,Aluminum/Vinyl,7562,138900,Residential,1960,1,Single Family,Aluminum/Vinyl,Building Modified,A14,3106.50474,14085.8239,131.93560297936892,7562,0.8007655482132459,0.33868280755212843,0.08446505023410061,0.046789375774517354,1
151,22519,77.4024953,34.54562629,2016,,36238,534870,Building Site,0,1,PUBLIC BUILDINGS,,Building New,E6,238.549695,63678.81957,149.0543763190264,36238,0.819840154872594,0.8107425620220214,0.7644724746965781,0.462346001719297,4
152,51662,77.51548757,34.82038724,2016,Aluminum/Vinyl,66932,169910,Residential,2006,2,Single Family,Aluminum/Vinyl,Building New,A26,94.76895875,41533.68888,125.83821970703458,66932,0.9247998486590676,0.7015550392667618,0.4058359524201516,0.3155985397011196,3
153,60662,77.52232046,34.91142752,2016,ALUMINUM/VINYL,73936,86120,Residential,2008,1,Multi-Section MH,ALUMINUM/VINYL,Building New,B32,2152.010679,20091.46614,119.4245969810636,73936,0.12917386863903152,0.005661906312900075,0.00013883187777343243,8.947370664203757e-05,0
154,103107,77.50869834,34.73755794,2006,Aluminum/Vinyl,15324,90290,Building Site,1952,1,Single Family,Aluminum/Vinyl,Building Existing,A14,201.2965999,34318.07282,131.80888058745256,15324,0.798694427519912,0.3357579056127684,0.0831202033777737,0.045941210544020346,0
155,42521,77.32504615,34.7664586,2016,Aluminum/Vinyl,151067,235000,Residential,2015,2,Single Family,Aluminum/Vinyl,Building New,A22,1808.270078,20461.02108,135.78725673115844,151067,0.9578805413843609,0.7223153221466503,0.3738006077854767,0.08527837201532046,2
156,58455,77.24350178,34.87871811,2016,ALUMINUM/VINYL,32543,109470,Residential,2004,1,Multi-Section MH,ALUMINUM/VINYL,Building New,B32,914.3264953,114276.3035,130.6561565654449,32543,0.312676855008714,0.04313435741630974,0.0031052567924714516,0.0021984934906810966,0
157,79982,77.38257059,34.53131262,2006,Aluminum/Vinyl,47695,148950,Residential,1994,1,Single Family,Aluminum/Vinyl,Building Existing,A58,2546.938668,19605.41158,150.41219478296142,47695,0.9786371546384718,0.8233163027846582,0.6385122072361873,0.582704235616993,2
158,33698,77.23190325,34.72000991,2016,ALUMINUM/VINYL,48615,81520,Residential,2003,1,Multi-Section MH,ALUMINUM/VINYL,Building New,B32,124.6983714,31572.7357,142.51520973436925,48615,0.5526232402668971,0.17732622345513394,0.030904836813628284,0.023886330635689724,0
159,56156,77.51461149,34.84607993,2016,Aluminum/Vinyl,154889,156500,Residential,2012,1,Single Family,Aluminum/Vinyl,Building New,A62,2321.618783,16199.40653,124.10217182580783,154889,0.6478579159227509,0.16829849660258067,0.027904337444569757,0.02270676483632914,1
160,118081,77.34105069,34.76341808,2006,Aluminum/Vinyl,41565,110050,Residential,1983,1,Single Family,Aluminum/Vinyl,Building Existing,A10,1856.950919,23251.0374,135.59191670559028,41565,0.8972311520882006,0.6054220388003684,0.2865922293702238,0.25512838659264214,2
161,24389,77.59478526,34.64567439,2016,Aluminum/Vinyl,10274,148610,Building Site,1985,2,Single Family,Aluminum/Vinyl,Building New,A30,200.8440474,121373.9905,135.72310296812543,10274,0.9573944138503134,0.7302294909600234,0.4550328385527939,0.3417111709195588,4
162,120713,77.36967741,34.76801314,2006,Brick Veneer,19257,140120,Residential,1971,1,Single Family,Brick Veneer,Building Existing,A10,2547.301764,20241.90999,134.41422848737741,19257,0.885631898443825,0.5771904957083781,0.25765154767283044,0.2323487966138182,1
163,48298,77.45437636,34.80258687,2016,Aluminum/Vinyl,22924,103490,Residential,1972,1,Single Family,Aluminum/Vinyl,Building New,A14,418.8166555,9226.187368,129.16998846442618,22924,0.7521907436542637,0.2767245797676592,0.058412840528644955,0.030783421084730048,1
164,110579,77.35627731,34.75140329,2006,"Frame Siding, Plywood",49966,97010,Residential,1997,1,Single Family,"Frame Siding, Plywood",Building Existing,A62,1136.984788,8191.449916,136.0899424239887,49966,0.8504097485916431,0.4236802230367154,0.14135610185631342,0.1089035076767591,1
165,117878,77.49124636,34.76506402,2006,Siding on Sheathing,32224,84390,Residential,1980,1,Single Family,Siding on Sheathing,Building Existing,A10,1563.164996,12402.39395,130.5606512733737,32224,0.840337603297294,0.480980787350478,0.1732277690522157,0.16514325304156996,4
166,96602,77.17949379,34.71320409,2006,,3623,26480,Commercial,0,1,RETAIL,,Building Existing,F16,128.0982599,15095.81492,144.67630828714846,3623,0.9843550312539551,0.958105725432809,0.8944605669312184,0.0020702763818078044,3
167,20822,77.37064925,34.52344709,2016,Aluminum/Vinyl,48354,453470,Waterfront Sound,2015,2,Single Family,Aluminum/Vinyl,Building New,A22,1805.554828,25424.7907,151.12247541907692,48354,0.9936289634260042,0.9307513764951558,0.7424556179299815,0.34543355277539767,3
168,56491,77.51798271,34.84804925,2016,Aluminum/Vinyl,74671,257080,Residential,2011,2,Single Family,Aluminum/Vinyl,Building New,A26,2479.878891,29519.88863,123.85488127592552,74671,0.9073553151256083,0.654128345783798,0.3509737611479027,0.2701264859086567,2
169,75677,77.46871376,34.46944386,2006,CEDAR/REDWOOD/CYPRESS,14896,466900,Waterview,2003,2,Beach House,CEDAR/REDWOOD/CYPRESS,Building Existing,A26,900.2927437,5024.880819,151.86660922481528,14896,0.9972905388296169,0.9819407268043022,0.9293369647570544,0.8614085464229762,4
